,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity
1670,Other,5,NORTHWEST,1970,1,23166,0,Other,Other,23166.0,,,,,62.36363636363637,150.0,0.0,3.0,3475801.0,7.97
1671,Medical Office,5,NORTHWEST,1979,2,34759,0,"Medical Office, Parking",Medical Office,44667.0,Parking,0.0,,,81.0,36.59999847,0.0,1633105.0,0.0,0.33
1672,Hospital,5,NORTHWEST,1966,1,415632,0,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),483520.0,Parking,266833.0,,,85.0,204.6999969,0.0,42864158.0,56096612.0,7.89
1675,Worship Facility,5,NORTHWEST,1965,2,44719,0,"Medical Office, Office, Worship Facility",Worship Facility,45909.0,Medical Office,1025.0,Office,972.0,64.19047619047619,33.70000076,0.0,704681.0,909345.0,1.19
1678,Supermarket / Grocery Store,2,GREATER DUWAMISH,1965,1,21603,0,Supermarket/Grocery Store,Supermarket/Grocery Store,21603.0,,,,,16.0,270.0,0.0,3900058.0,1933742.0,6.01
1690,Medical Office,3,EAST,1964,3,591981,0,"Medical Office, Other/Specialty Hospital, Outpatient Rehabilitation/Physical Therapy, Parking",Medical Office,520187.0,Parking,282392.0,Other/Specialty Hospital,54159.0,60.0,173.3999939,0.0,48002292.0,54671394.0,5.47
1691,Distribution Center,1,DELRIDGE,1979,1,42900,0,Distribution Center,Distribution Center,43050.0,,,,,53.0,10.10000038,0.0,436253.0,0.0,0.07
1692,Other,1,DELRIDGE,2005,1,57952,0,Adult Education,Adult Education,57952.0,,,,,62.36363636363637,53.29999924,0.0,1474450.0,1616937.0,1.66
1693,Other,1,DELRIDGE,1971,1,26232,0,"Office, Other - Services",Other - Services,18262.0,Office,7970.0,,,62.36363636363637,118.0,0.0,902081.0,2192009.0,4.68
1698,Warehouse,3,DOWNTOWN,1956,2,25840,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,25840.0,,,,,92.0,12.10000038,0.0,313528.0,0.0,0.08
1699,Small- and Mid-Sized Office,2,DOWNTOWN,1988,1,45145,0,Office,Office,43813.0,,,,,67.21794871794872,29.0,0.0,514491.0,753968.0,0.97
1701,Small- and Mid-Sized Office,3,DOWNTOWN,2001,5,70332,22095,"Office, Parking",Office,44417.0,Parking,25915.0,,,89.0,44.59999847,0.0,1866104.0,115011.0,0.27
1726,Supermarket / Grocery Store,6,BALLARD,1994,1,45522,0,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,45522.0,Parking,0.0,,,22.0,269.1000061,0.0,7019711.0,5230709.0,7.18
1727,Retail Store,5,NORTHWEST,1979,2,20088,0,"Office, Parking, Retail Store",Retail Store,16080.0,Office,3500.0,Parking,508.0,66.11111111111111,16.70000076,0.0,326778.0,0.0,0.11
1732,Other,1,GREATER DUWAMISH,1989,2,138907,0,Other,Other,139557.0,,,,,62.36363636363637,56.20000076,0.0,5130303.0,2707389.0,1.29
1733,Small- and Mid-Sized Office,1,GREATER DUWAMISH,1997,2,40657,0,"Office, Parking",Office,40657.0,Parking,0.0,,,57.0,69.5,0.0,2742404.0,84424.0,0.58
1734,Warehouse,1,GREATER DUWAMISH,1900,1,20200,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,18700.0,Office,1500.0,,,54.02836879432624,13.30000019,0.0,260808.0,8209.0,0.11
1745,Residence Hall,3,EAST,1904,1,44086,0,Residence Hall/Dormitory,Residence Hall/Dormitory,44091.0,,,,,29.0,82.80000305,1920474.25,1218944.0,513291.0,4.17
1746,Small- and Mid-Sized Office,3,EAST,1970,7,54372,20824,"Office, Parking",Office,54372.0,Parking,15000.0,,,94.0,25.79999924,0.0,1403820.0,0.0,0.18
1753,Other,3,EAST,1951,1,47699,0,"Museum, Parking",Museum,47000.0,Parking,0.0,,,62.36363636363637,309.0,8630381.0,5782654.0,111350.0,14.94
1754,Medical Office,3,EAST,1945,1,274568,0,"Medical Office, Parking",Medical Office,228133.0,Parking,135954.0,,,52.0,111.0,13296249.0,12015275.0,0.0,4.04
1755,Small- and Mid-Sized Office,3,EAST,1956,3,21282,0,Office,Office,19658.0,,,,,69.0,63.40000153,762542.3125,483381.0,0.0,2.92
1757,Other,2,SOUTHEAST,1921,2,41022,0,Other,Other,41022.0,,,,,62.36363636363637,92.30000305,0.0,3787648.0,0.0,0.64
1760,Other,1,DELRIDGE,1966,2,28109,0,Other,Other,28109.0,,,,,62.36363636363637,128.5,0.0,3326281.0,286245.0,1.37
1762,Small- and Mid-Sized Office,5,NORTH,1985,3,33580,12990,"Office, Parking",Office,20590.0,Parking,12990.0,,,100.0,19.89999962,0.0,409579.0,0.0,0.09
1766,Warehouse,5,NORTH,1977,1,21936,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21936.0,,,,,100.0,5.199999809,0.0,71827.0,41303.0,0.12
1767,Other,5,NORTH,1969,1,30160,0,Other,Other,30139.0,,,,,62.36363636363637,34.70000076,0.0,244597.0,801241.0,1.47
1773,Mixed Use Property,7,DOWNTOWN,1909,11,111137,0,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",Office,42939.0,Multifamily Housing,40878.0,Bank Branch,10887.0,61.96153846153846,96.40000153,0.0,4602455.0,4943709.0,2.65
1777,Other,1,Delridge,1997,1,40189,0,"Office, Other - Utility, Parking",Other - Utility,28347.0,Office,9113.0,Parking,0.0,62.36363636363637,40.29999924,0.0,921235.0,588057.0,0.94
1778,Small- and Mid-Sized Office,1,DELRIDGE,1988,2,66484,0,"Non-Refrigerated Warehouse, Office, Retail Store",Office,49334.0,Non-Refrigerated Warehouse,18000.0,Retail Store,9000.0,69.0,39.90000153,0.0,3046543.0,0.0,0.32
1779,Small- and Mid-Sized Office,3,EAST,1959,3,25151,0,Office,Office,24155.0,,,,,85.0,56.20000076,748984.6875,607890.0,0.0,2.47
1780,Hotel,3,EAST,1928,6,35770,0,Hotel,Hotel,35770.0,,,,,56.0,73.80000305,0.0,605147.0,2035833.0,3.14
1782,Hotel,3,EAST,1928,9,48006,0,Hotel,Hotel,48006.0,,,,,85.0,67.5,0.0,1533438.0,1706316.0,2.11
1783,Mixed Use Property,2,DOWNTOWN,1960,2,29631,0,"Office, Restaurant, Supermarket/Grocery Store",Supermarket/Grocery Store,16000.0,Office,13000.0,Restaurant,5000.0,61.96153846153846,151.3000031,0.0,2737254.0,2407137.0,4.96
1784,Small- and Mid-Sized Office,2,DOWNTOWN,1989,2,23472,0,"Office, Other, Retail Store",Office,20695.0,Other,1065.0,Retail Store,945.0,67.21794871794872,71.59999847,0.0,864104.0,761205.0,1.98
1785,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1973,2,21315,0,Office,Office,20424.0,,,,,34.0,136.8999939,0.0,820533.0,1975892.0,5.19
1806,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1984,4,57110,15812,"Office, Parking",Office,36867.0,Parking,28390.0,,,69.0,59.40000153,0.0,1994494.0,195966.0,0.43
1811,Small- and Mid-Sized Office,7,DOWNTOWN,1979,3,34030,0,Office,Office,34030.0,,,,,50.0,51.40000153,0.0,1530330.0,218300.0,0.65
1817,Restaurant,1,SOUTHWEST,1902,2,20398,0,"Office, Restaurant",Restaurant,19232.0,Office,1166.0,,,63.63590772316951,456.6000061,0.0,3478554.0,5834959.0,16.38
1818,Distribution Center,2,GREATER DUWAMISH,1952,1,41308,0,Distribution Center,Distribution Center,41308.0,,,,,7.0,39.79999924,0.0,1054767.0,587704.0,0.93
1839,Mixed Use Property,7,DOWNTOWN,1913,3,43878,0,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",Multifamily Housing,12000.0,Office,8262.0,Retail Store,6312.0,61.96153846153846,23.39999962,0.0,769771.0,0.0,0.12
1840,Other,7,MAGNOLIA / QUEEN ANNE,1912,3,34976,0,Performing Arts,Performing Arts,34976.0,,,,,62.36363636363637,25.0,0.0,665472.0,208239.0,0.45
1861,Warehouse,7,MAGNOLIA / QUEEN ANNE,1957,1,38255,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,38255.0,,,,,12.0,25.79999924,0.0,401825.0,583577.0,0.88
1862,Other,7,MAGNOLIA / QUEEN ANNE,1955,1,260241,0,Other,Other,260241.0,,,,,62.36363636363637,130.6999969,0.0,26894616.0,7118362.0,2.17
1870,Small- and Mid-Sized Office,6,LAKE UNION,1989,3,48924,0,"Office, Parking",Office,31325.0,Parking,13143.0,,,71.0,72.90000153,0.0,1343373.0,939178.0,1.21
1875,Small- and Mid-Sized Office,4,LAKE UNION,1959,4,50333,18036,Office,Office,50333.0,,,,,88.0,31.79999924,0.0,1602084.0,0.0,0.22
1876,Small- and Mid-Sized Office,4,LAKE UNION,1986,4,57432,21906,"Office, Parking",Office,34160.0,Parking,19650.0,,,67.21794871794872,73.80000305,0.0,2520483.0,0.0,0.31
1877,Small- and Mid-Sized Office,4,LAKE UNION,1969,3,25912,7956,"Office, Parking",Office,17332.0,Parking,9162.0,,,67.21794871794872,38.5,0.0,666740.0,0.0,0.18
1878,Small- and Mid-Sized Office,4,LAKE UNION,2000,3,57132,21908,"Office, Parking",Office,33705.0,Parking,21908.0,,,73.0,59.20000076,0.0,1994967.0,0.0,0.24
1884,Worship Facility,1,DELRIDGE,1957,2,24224,0,"Parking, Worship Facility",Worship Facility,24224.0,Parking,0.0,,,52.0,40.0,0.0,534935.0,433091.0,1.1
1885,Worship Facility,1,DELRIDGE,1963,1,23706,0,Worship Facility,Worship Facility,23706.0,,,,,78.0,16.89999962,0.0,176869.0,223902.0,0.55
1887,Warehouse,2,GREATER DUWAMISH,1963,1,31900,0,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,28000.0,Office,4000.0,,,54.02836879432624,61.40000153,0.0,1964681.0,0.0,0.43
1889,Other,1,SOUTHWEST,1917,1,49066,0,Social/Meeting Hall,Social/Meeting Hall,49000.0,,,,,62.36363636363637,78.30000305,0.0,538005.0,3297197.0,3.65
1890,Worship Facility,1,SOUTHWEST,1952,3,30740,0,"Other - Recreation, Worship Facility",Worship Facility,28293.0,Other - Recreation,11630.0,,,64.19047619047619,42.20000076,0.0,612433.0,1073829.0,1.99
1893,Supermarket / Grocery Store,2,SOUTHEAST,1959,1,67450,0,Supermarket/Grocery Store,Supermarket/Grocery Store,42760.0,,,,,97.0,66.5,0.0,2061754.0,781065.0,0.83
1897,Warehouse,7,MAGNOLIA / QUEEN ANNE,1948,1,46970,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46970.0,,,,,54.02836879432624,18.79999924,0.0,882896.0,0.0,0.13
1898,Warehouse,7,MAGNOLIA / QUEEN ANNE,1931,1,47554,0,"Non-Refrigerated Warehouse, Office, Other, Parking, Retail Store",Non-Refrigerated Warehouse,18133.0,Office,8679.0,Retail Store,2388.0,54.02836879432624,33.29999924,0.0,844482.0,191073.0,0.34
1899,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1979,2,43016,5400,Office,Office,43016.0,,,,,100.0,28.70000076,0.0,107823.0,1126273.0,1.41
1900,Mixed Use Property,7,MAGNOLIA / QUEEN ANNE,1931,1,24196,0,"Medical Office, Non-Refrigerated Warehouse, Office, Other",Other,8711.0,Non-Refrigerated Warehouse,6792.0,Office,5306.0,61.96153846153846,43.59999847,0.0,731279.0,323754.0,0.92
1901,Small- and Mid-Sized Office,7,MAGNOLIA / QUEEN ANNE,1940,2,20671,0,Office,Office,20671.0,,,,,98.0,30.89999962,0.0,198321.0,440186.0,1.2
1903,Warehouse,2,GREATER DUWAMISH,1927,1,21600,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21600.0,,,,,57.0,23.10000038,0.0,264154.0,235675.0,0.66
1907,Worship Facility,1,SOUTHWEST,1977,1,35844,0,Worship Facility,Worship Facility,35844.0,,,,,14.0,24.20000076,0.0,866126.0,0.0,0.17
1908,Small- and Mid-Sized Office,4,LAKE UNION,1916,3,31774,0,"Office, Parking, Retail Store",Office,19896.0,Retail Store,13941.0,Parking,0.0,85.0,48.40000153,0.0,1477827.0,161309.0,0.59
1922,Warehouse,2,GREATER DUWAMISH,1953,1,26094,0,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,26094.0,,,,,19.0,27.20000076,0.0,709991.0,0.0,0.19
1923,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1983,2,23687,0,Office,Office,23687.0,,,,,68.0,45.79999924,0.0,1084554.0,0.0,0.32
1924,Small- and Mid-Sized Office,2,GREATER DUWAMISH,1983,2,24221,0,Office,Office,24221.0,,,,,20.0,59.29999924,0.0,1435563.0,0.0,0.41
1925,Mixed Use Property,7,DOWNTOWN,1900,2,71919,14083,"Office, Parking, Retail Store",Office,34550.0,Retail Store,23085.0,Parking,11465.0,37.0,93.40000153,0.0,5381104.0,0.0,0.52
1926,Small- and Mid-Sized Office,7,DOWNTOWN,1900,2,32027,0,"Office, Retail Store",Office,17526.0,Retail Store,14501.0,,,54.0,124.9000015,0.0,1820615.0,2178890.0,4.01
