,CouncilDistrictCode,YearBuilt,NumberofFloors,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissionsIntensity,PrimaryPropertyType_Distribution Center,PrimaryPropertyType_Hospital,PrimaryPropertyType_Hotel,PrimaryPropertyType_K-12 School,PrimaryPropertyType_Laboratory,PrimaryPropertyType_Large Office,PrimaryPropertyType_Low-Rise Multifamily,PrimaryPropertyType_Medical Office,PrimaryPropertyType_Mixed Use Property,PrimaryPropertyType_Other,PrimaryPropertyType_Refrigerated Warehouse,PrimaryPropertyType_Residence Hall,PrimaryPropertyType_Restaurant,PrimaryPropertyType_Retail Store,PrimaryPropertyType_Self-Storage Facility,PrimaryPropertyType_Senior Care Community,PrimaryPropertyType_Small- and Mid-Sized Office,PrimaryPropertyType_Supermarket / Grocery Store,PrimaryPropertyType_University,PrimaryPropertyType_Warehouse,PrimaryPropertyType_Worship Facility
1538,6,1928,2,62.36363636363637,42.40000153,123.5,0.0,975561.0,119380.0,0.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1557,6,1942,2,62.36363636363637,172.6000061,542.0999756,0.0,5274641.0,0.0,1.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1558,6,1975,1,92.0,19.39999962,34.40000153,0.0,271219.0,515035.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1559,6,1996,1,53.0,48.40000153,141.6999969,0.0,1021883.0,116084.0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1560,6,1967,1,82.0,60.90000153,148.0,0.0,927422.0,476832.0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1563,7,1961,1,35.0,327.7999878,718.7000122,0.0,4656997.0,3861316.0,9.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1565,7,1992,3,67.21794871794872,45.79999924,143.6999969,0.0,1208035.0,0.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1566,7,1982,3,88.0,33.20000076,88.69999695,0.0,665707.0,193073.0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1567,7,1974,1,1.0,67.59999847,173.0,0.0,1249609.0,480992.0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1568,7,1965,1,62.36363636363637,21.79999924,68.40000153,0.0,222256.0,0.0,0.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1569,7,2008,4,89.0,38.79999924,121.8000031,0.0,1294615.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1570,7,1960,1,71.0,24.39999962,54.5,0.0,785464.0,602881.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1573,6,1989,1,66.0,61.5,148.3999939,0.0,1316268.0,701700.0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1576,7,1980,3,63.63590772316951,3.200000048,9.899999619,0.0,97690.0,0.0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1577,7,1915,3,63.63590772316951,1.399999976,4.5,0.0,57133.0,0.0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1581,7,1961,2,80.0,31.60000038,99.30000305,0.0,657386.0,0.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1582,7,1960,2,89.0,14.69999981,31.79999924,0.0,277628.0,242384.0,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,7,1968,1,53.725,13.10000038,31.20000076,0.0,300259.0,169240.0,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,7,2007,4,96.0,33.59999847,105.3000031,0.0,844068.0,976.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1585,7,1979,4,71.0,33.59999847,105.6999969,0.0,727386.0,0.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1586,7,1994,4,82.0,30.0,94.09999847,0.0,904060.0,0.0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1590,6,1927,4,100.0,5.099999905,15.89999962,0.0,241478.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1591,6,1901,4,67.21794871794872,52.90000153,166.1000061,0.0,1121537.0,0.0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1593,6,1900,3,62.36363636363637,169.0,262.7999878,0.0,1749609.0,5490664.0,6.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1595,6,1968,2,26.0,71.80000305,181.3999939,0.0,1192984.0,493421.0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1596,6,1966,1,93.0,26.0,56.09999847,0.0,306298.0,273590.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1597,6,1902,2,63.63590772316951,21.0,39.59999847,0.0,201999.0,300900.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1599,6,1909,3,61.96153846153846,73.69999695,153.1000061,0.0,981638.0,1013494.0,2.24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1606,5,1996,2,62.36363636363637,233.5,402.5,0.0,2608582.0,5478361.0,10.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1607,5,1931,2,58.0,59.59999847,152.6000061,0.0,1614256.0,621509.0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1609,5,1930,3,61.0,48.5,104.9000015,0.0,618998.0,545367.0,1.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,1,1980,1,22.0,34.29999924,60.09999847,0.0,271509.0,538362.0,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,4,2004,2,5.0,74.69999695,144.8999939,0.0,1639135.0,2207366.0,4.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,6,1996,3,61.96153846153846,74.09999847,232.6999969,0.0,2450443.0,0.0,0.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1620,7,1957,2,62.36363636363637,85.5,145.1000061,0.0,536408.0,1199588.0,3.32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1621,7,1983,4,64.0,53.59999847,168.3000031,0.0,1286817.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1622,7,1983,4,78.0,42.09999847,132.1999969,0.0,1755788.0,0.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1623,7,1960,2,61.96153846153846,39.70000076,102.0999985,0.0,1591510.0,598225.0,0.74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1624,7,1955,2,9.0,43.0,116.3000031,0.0,1344071.0,355986.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1634,3,1932,1,62.36363636363637,66.0,125.4000015,0.0,1443141.0,2105717.0,3.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1637,5,1982,2,73.0,43.90000153,137.8999939,0.0,1211349.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1643,5,1998,5,4.0,90.19999695,225.8999939,0.0,2741695.0,1194726.0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1648,5,1987,3,91.0,32.5,102.0,0.0,2472350.0,0.0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1653,5,1952,2,61.96153846153846,53.59999847,131.5,0.0,1340993.0,657732.0,1.38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1657,5,1988,3,55.0,50.59999847,122.4000015,0.0,955324.0,503875.0,1.16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,5,1977,2,63.63590772316951,3.799999952,12.0,0.0,123767.0,0.0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1659,5,2005,1,62.36363636363637,79.90000153,156.8999939,0.0,1066226.0,1369837.0,2.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1664,1,1924,2,92.0,44.79999924,64.0,0.0,173165.0,786187.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,1,1963,1,62.36363636363637,69.30000305,137.3999939,0.0,719779.0,892327.0,2.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1668,1,1988,2,88.0,72.40000153,180.1000061,0.0,1804388.0,814700.0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1669,7,1920,2,62.36363636363637,37.29999924,74.5,0.0,458796.0,553228.0,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1670,5,1970,1,62.36363636363637,150.0,157.5,0.0,3.0,3475801.0,7.97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1671,5,1979,2,81.0,36.59999847,114.8000031,0.0,1633105.0,0.0,0.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,5,1966,1,85.0,204.6999969,400.2000122,0.0,42864158.0,56096612.0,7.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,5,1965,2,64.19047619047619,33.70000076,66.09999847,0.0,704681.0,909345.0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1678,2,1965,1,16.0,270.0,660.9000244,0.0,3900058.0,1933742.0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1690,3,1964,3,60.0,173.3999939,351.6000061,0.0,48002292.0,54671394.0,5.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,1,1979,1,53.0,10.10000038,31.79999924,0.0,436253.0,0.0,0.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,1,2005,1,62.36363636363637,53.29999924,109.1999969,0.0,1474450.0,1616937.0,1.66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1693,1,1971,1,62.36363636363637,118.0,195.6999969,0.0,902081.0,2192009.0,4.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1698,3,1956,2,92.0,12.10000038,38.09999847,0.0,313528.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1699,2,1988,1,67.21794871794872,29.0,54.90000153,0.0,514491.0,753968.0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1701,3,2001,5,89.0,44.59999847,134.6000061,0.0,1866104.0,115011.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1726,6,1994,1,22.0,269.1000061,604.9000244,0.0,7019711.0,5230709.0,7.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1727,5,1979,2,66.11111111111111,16.70000076,52.40000153,0.0,326778.0,0.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1732,1,1989,2,62.36363636363637,56.20000076,135.8000031,0.0,5130303.0,2707389.0,1.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1733,1,1997,2,57.0,69.5,214.0,0.0,2742404.0,84424.0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1734,1,1900,1,54.02836879432624,13.30000019,41.0,0.0,260808.0,8209.0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1745,3,1904,1,29.0,82.80000305,151.3999939,1920474.25,1218944.0,513291.0,4.17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1746,3,1970,7,94.0,25.79999924,81.09999847,0.0,1403820.0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1753,3,1951,1,62.36363636363637,309.0,609.7000122,8630381.0,5782654.0,111350.0,14.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1754,3,1945,1,52.0,111.0,235.5,13296249.0,12015275.0,0.0,4.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,3,1956,3,69.0,63.40000153,123.9000015,762542.3125,483381.0,0.0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1757,2,1921,2,62.36363636363637,92.30000305,289.8999939,0.0,3787648.0,0.0,0.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1760,1,1966,2,62.36363636363637,128.5,382.2999878,0.0,3326281.0,286245.0,1.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1762,5,1985,3,100.0,19.89999962,62.5,0.0,409579.0,0.0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1766,5,1977,1,100.0,5.199999809,12.30000019,0.0,71827.0,41303.0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1767,5,1969,1,62.36363636363637,34.70000076,53.40000153,0.0,244597.0,801241.0,1.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1773,7,1909,11,61.96153846153846,96.40000153,198.3000031,0.0,4602455.0,4943709.0,2.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1777,1,1997,1,62.36363636363637,40.29999924,93.69999695,0.0,921235.0,588057.0,0.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1778,1,1988,2,69.0,39.90000153,125.3000031,0.0,3046543.0,0.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1779,3,1959,3,85.0,56.20000076,116.3000031,748984.6875,607890.0,0.0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1780,3,1928,6,56.0,73.80000305,112.9000015,0.0,605147.0,2035833.0,3.14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,3,1928,9,85.0,67.5,137.6000061,0.0,1533438.0,1706316.0,2.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,2,1960,2,61.96153846153846,151.3000031,327.1000061,0.0,2737254.0,2407137.0,4.96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1784,2,1989,2,67.21794871794872,71.59999847,154.6999969,0.0,864104.0,761205.0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1785,2,1973,2,34.0,136.8999939,227.6999969,0.0,820533.0,1975892.0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1806,7,1984,4,69.0,59.40000153,175.5,0.0,1994494.0,195966.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1811,7,1979,3,50.0,51.40000153,147.8999939,0.0,1530330.0,218300.0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1817,1,1902,2,63.63590772316951,456.6000061,835.7999878,0.0,3478554.0,5834959.0,16.38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1818,2,1952,1,7.0,39.79999924,95.09999847,0.0,1054767.0,587704.0,0.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,7,1913,3,61.96153846153846,23.39999962,73.5,0.0,769771.0,0.0,0.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1840,7,1912,3,62.36363636363637,25.0,66.0,0.0,665472.0,208239.0,0.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1861,7,1957,1,12.0,25.79999924,49.0,0.0,401825.0,583577.0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1862,7,1955,1,62.36363636363637,130.6999969,353.2000122,0.0,26894616.0,7118362.0,2.17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1870,6,1989,3,71.0,72.90000153,166.1000061,0.0,1343373.0,939178.0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1875,4,1959,4,88.0,31.79999924,99.90000153,0.0,1602084.0,0.0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1876,4,1986,4,67.21794871794872,73.80000305,231.6999969,0.0,2520483.0,0.0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1877,4,1969,3,67.21794871794872,38.5,120.8000031,0.0,666740.0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1878,4,2000,3,73.0,59.20000076,185.8999939,0.0,1994967.0,0.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1884,1,1957,2,52.0,40.0,88.09999847,0.0,534935.0,433091.0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1885,1,1963,1,78.0,16.89999962,33.29999924,0.0,176869.0,223902.0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1887,2,1963,1,54.02836879432624,61.40000153,192.8000031,0.0,1964681.0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1889,1,1917,1,62.36363636363637,78.30000305,105.0999985,0.0,538005.0,3297197.0,3.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1890,1,1952,3,64.19047619047619,42.20000076,76.40000153,0.0,612433.0,1073829.0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1893,2,1959,1,97.0,66.5,170.6000061,0.0,2061754.0,781065.0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1897,7,1948,1,54.02836879432624,18.79999924,59.0,0.0,882896.0,0.0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1898,7,1931,1,54.02836879432624,33.29999924,91.69999695,0.0,844482.0,191073.0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1899,7,1979,2,100.0,28.70000076,35.40000153,0.0,107823.0,1126273.0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1900,7,1931,1,61.96153846153846,43.59999847,109.0,0.0,731279.0,323754.0,0.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1901,7,1940,2,98.0,30.89999962,52.5,0.0,198321.0,440186.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1903,2,1927,1,57.0,23.10000038,49.90000153,0.0,264154.0,235675.0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1907,1,1977,1,14.0,24.20000076,75.90000153,0.0,866126.0,0.0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1908,4,1916,3,85.0,48.40000153,142.1000061,0.0,1477827.0,161309.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1922,2,1953,1,19.0,27.20000076,85.40000153,0.0,709991.0,0.0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1923,2,1983,2,68.0,45.79999924,143.8000031,0.0,1084554.0,0.0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1924,2,1983,2,20.0,59.29999924,186.1000061,0.0,1435563.0,0.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1925,7,1900,2,37.0,93.40000153,293.2000122,0.0,5381104.0,0.0,0.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1926,7,1900,2,54.0,124.9000015,249.8999939,0.0,1820615.0,2178890.0,4.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1927,7,1906,3,67.21794871794872,56.20000076,176.5,0.0,2805826.0,0.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1928,2,1992,3,62.36363636363637,81.69999695,167.8000031,0.0,1699980.0,1840246.0,2.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1929,2,1914,3,84.0,40.40000153,94.19999695,0.0,1238171.0,780215.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1934,1,1984,3,5.0,97.59999847,306.2999878,0.0,1961581.0,0.0,0.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,1,1990,1,50.0,43.20000076,84.5,0.0,553737.0,726527.0,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,3,1922,2,47.0,69.19999695,120.3000031,0.0,472592.0,959192.0,2.51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,5,1931,2,69.0,33.70000076,79.40000153,0.0,504519.0,301124.0,0.82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,3,1907,3,47.0,72.90000153,181.8000031,0.0,1208901.0,539543.0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1946,3,1963,2,80.0,49.40000153,155.1000061,0.0,1328461.0,0.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1949,3,1999,3,55.0,64.40000153,189.3000031,0.0,1774664.0,190411.0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1950,2,1968,1,94.0,7.199999809,22.70000076,0.0,1157977.0,0.0,0.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,2,1960,1,11.0,85.69999695,148.5,0.0,1499028.0,3091218.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1952,2,1924,1,62.0,40.70000076,64.80000305,0.0,421294.0,1207246.0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1953,2,1930,1,63.63590772316951,21.10000038,66.19999695,0.0,545426.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1960,2,1953,1,98.0,27.29999924,57.29999924,0.0,329487.0,325936.0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1961,2,1966,1,5.0,34.70000076,109.0999985,0.0,1269847.0,0.0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1963,2,1949,1,54.02836879432624,63.70000076,108.6999969,0.0,416703.0,907389.0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1964,2,1947,1,70.0,30.89999962,70.59999847,0.0,390044.0,269718.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,2,1936,1,33.0,10.80000019,34.0,0.0,416886.0,0.0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1966,2,1950,1,54.02836879432624,88.40000153,123.4000015,0.0,303491.0,1528541.0,4.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1967,2,1960,1,62.36363636363637,196.8999939,618.2999878,0.0,4747403.0,0.0,1.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1968,2,1955,1,76.8,158.3999939,497.5,0.0,4069301.0,0.0,1.12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1969,2,1985,1,78.0,33.5,73.09999847,0.0,413650.0,350444.0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1970,2,1985,1,61.96153846153846,187.1999969,338.7999878,0.0,1572644.0,2751028.0,6.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1971,2,1951,1,94.0,15.5,48.59999847,0.0,642645.0,0.0,0.11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1972,1,1994,2,62.36363636363637,107.1999969,221.1999969,0.0,2816387.0,2988397.0,3.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1974,2,1912,2,49.0,52.20000076,70.5,0.0,318351.0,1885408.0,2.42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,2,1955,1,63.63590772316951,37.09999847,101.4000015,0.0,693592.0,170111.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1976,2,1981,3,96.0,19.20000076,40.90000153,0.0,226988.0,213431.0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1988,5,2006,6,63.63590772316951,16.5,45.70000076,0.0,652860.0,144310.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991,2,1937,1,67.0,15.5,37.79999924,0.0,540429.0,268539.0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,2,1920,4,62.36363636363637,13.10000038,24.10000038,0.0,101274.0,169565.0,0.47,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1993,2,1991,1,62.36363636363637,91.0,235.1000061,0.0,15419770.0,5602515.0,1.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1994,2,1944,1,100.0,6.300000191,19.79999924,0.0,162960.0,0.0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1995,2,1960,1,99.0,11.39999962,31.39999962,0.0,671187.0,148167.0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
